1569369600,164.735,166.563,164.735,166.563,8.24806,5
1569456000,167.633,170.404,151.223,162.74,74.97622173,65
1569542400,164.889,174.695,162.181,173.226,64.3153459,31
1569628800,174.523,174.912,168.323,173.526,15.84114123,19
1569715200,168.737,169.136,165.727,167.85,7.42145816,11
1569801600,164.886,179.084,164.886,176.211,45.88333596,25
1569888000,182.355,182.632,174.892,174.981,153.82640629,51
1569974400,175.15,176.007,173.049,175.24,37.26256389,19
1570060800,178.318,180.028,169.995,169.995,102.85895803,94
1570147200,174.109,176.95,170.415,176.298,57.63635033,57
1570233600,174.903,174.903,171.358,173.8,177.85907716,53
1570320000,173.434,173.434,167.764,167.764,19.92956411,17
1570406400,166.813,183.106,166.81,177.914,116.30013049,79
1570492800,182.636,182.636,176.885,180.75,135.88685584,81
1570579200,177.946,194.0,177.946,193.992,495.60201869,274
1570665600,190.381,191.843,185.213,191.447,20.28102514,26
1570752000,194.0,194.957,179.32,180.712,120.78036446,162
1570838400,180.578,183.703,177.297,181.028,45.21238851,111
1570924800,178.808,183.8,178.807,181.391,16.30518389,19
1571011200,181.383,185.851,180.717,185.344,60.65770161,25
1571097600,186.441,187.127,178.868,179.25,153.19071942,110
1571184000,176.956,176.956,171.179,173.229,167.43547849,34
1571270400,172.0,176.49,171.61,176.49,25.98429034,15
1571356800,170.812,172.0,168.034,171.628,69.51802797,48
1571443200,170.257,173.267,169.15,169.895,29.10803962,12
1571529600,169.312,173.214,169.312,173.0,121.47836634,20
1571616000,173.674,176.1,172.245,173.112,45.99678503,19
1571702400,171.886,172.398,169.315,169.687,37.84807791,39
1571788800,169.622,169.627,153.715,159.486,98.36237752,70
1571875200,158.699,161.782,158.47,158.831,22.87780061,25
1571961600,160.079,185.04,158.955,180.0,282.86221972,250
1572048000,185.0,196.167,173.48,178.076,482.57669336,202
1572134400,179.666,186.559,178.753,185.5,126.61459382,38
1572220800,183.081,183.081,178.959,181.625,133.53742534,26
1572307200,183.953,190.0,182.902,189.078,9.34671729,16
1572393600,188.944,190.927,181.236,182.473,96.24658259,57
1572480000,183.66,183.66,178.119,181.382,76.96139124,191
1572566400,180.806,182.733,176.903,182.733,88.04900814,82
1572652800,181.778,183.692,179.623,183.692,15.12300519,12
1572739200,182.692,182.692,180.0,180.0,2.24139914,5
1572825600,179.622,188.032,179.622,183.775,12.89877339,16
1572912000,183.378,189.53,183.378,188.18,81.5270022,53
1572998400,189.9,192.65,187.156,189.197,132.3249838,72
1573084800,190.536,190.63,183.665,186.585,75.46560616,98
1573171200,186.919,186.919,181.373,183.017,11.48977924,29
1573257600,183.932,185.0,183.362,185.0,11.86167603,11
1573344000,185.0,189.5,185.0,187.787,88.89252247,24
1573430400,189.435,189.435,183.315,185.845,47.77295543,23
1573516800,184.28,185.242,183.0,184.804,51.14786997,21
1573603200,185.209,187.376,185.209,187.355,18.07331984,14
1573689600,186.102,186.102,181.502,182.998,22.62399488,12
1573776000,180.0,184.571,177.614,179.596,30.13390469,33
1573862400,180.319,182.101,180.318,182.101,1.22804262,6
1573948800,182.497,184.776,182.496,183.941,15.8043795,31
1574035200,182.57,183.0,127.0,173.886,73.09745212,91
1574121600,175.351,175.708,127.8,172.921,25.35251276,35
1574208000,175.48,175.501,132.0,173.0,49.08459853,56
1574294400,173.0,173.0,157.339,158.091,108.68106952,119
1574380800,162.1,199.98,133.0,152.58,777.44302724,290
1574467200,150.0,153.0,148.0,152.549,97.30548191,66
1574553600,149.955,149.955,140.0,140.0,16.05951409,18
1574640000,138.76,153.398,130.0,144.495,39.84512712,25
1574726400,145.149,147.734,143.7,147.734,17.95755495,20
1574812800,146.111,153.554,146.111,152.87,63.25551201,49
1574899200,154.057,171.0,149.0,171.0,47.13907813,31
1574985600,151.151,171.0,150.564,152.706,101.79388703,72
1575072000,153.827,153.827,149.314,149.314,7.44814212,9
1575158400,149.0,162.853,132.5,149.877,34.95859305,25
1575244800,148.219,149.218,147.066,149.144,91.85110401,45
1575331200,148.484,148.484,145.502,146.656,15.91146463,17
1575417600,146.612,149.844,143.9,146.824,89.84807019,40
1575504000,145.0,146.696,144.0,146.696,2.78559833,7
1575590400,146.884,148.906,146.449,148.849,92.05377822,36
1575676800,149.6,149.6,148.479,148.61,14.92079342,19
1575763200,148.61,152.209,148.436,152.152,19.4706911,21
1575849600,151.109,151.109,147.054,147.493,22.58015221,49
1575936000,147.072,147.825,144.074,146.056,68.40880877,73
1576022400,146.0,146.431,142.443,142.81,140.43745406,92
1576108800,142.887,145.22,140.01,144.241,129.91969705,196
1576195200,143.713,145.1,143.498,144.808,125.93322251,80
1576281600,144.958,144.958,141.5,142.38,82.47579981,40
1576368000,140.022,144.662,140.01,143.23,141.95393021,72
1576454400,141.209,141.377,131.682,132.597,303.85393611,125
1576540800,132.986,132.986,120.0,121.574,639.81508721,190
1576627200,123.99,134.613,118.299,133.801,365.76882467,183
1576713600,131.179,131.179,125.628,126.724,261.05890368,56
1576800000,129.35,129.35,126.288,128.042,250.39382693,58
1576886400,128.058,128.058,126.556,127.155,78.33761359,41
1576972800,127.4,132.628,127.4,132.628,55.13358504,19
1577059200,133.99,134.999,125.846,128.109,48.44121528,73
1577145600,128.074,129.95,127.108,128.617,95.49328183,50
1577232000,125.7,126.253,124.47,125.773,53.55194503,22
1577318400,125.177,130.523,123.642,125.116,268.28286765,47
1577404800,126.598,126.598,123.172,125.407,64.28961523,40
1577491200,128.144,129.193,127.301,128.488,31.90345787,57
1577577600,128.63,138.0,128.63,134.611,68.15228709,64
1577664000,133.922,136.178,131.706,132.3,39.9377899,45
1577750400,131.68,132.1,128.922,129.34,66.17607067,34
1577836800,129.75,133.135,129.674,132.21,63.71938165,31
1577923200,130.0,130.0,126.85,126.993,496.87804495,292
1578009600,127.32,135.0,126.558,135.0,51.72722332,175
