time,open,high,low,close,MA,MA,MA,MA,Developing Poc,Developing VA High,Developing VA Low,Volume,Volume MA
2016-08-02T00:00:00Z,10.9,11.31,6.68,8.78,12.04201769873417,NaN,NaN,12.679709407535794,12.744166666666667,14.765555555555556,11.36111111111111,195127,76988.15
2016-08-03T00:00:00Z,8.68,10.78,8.54,10.68,11.912301727426154,NaN,NaN,12.601289430769684,12.744166666666667,14.765555555555556,10.722777777777779,215564,86506.5
2016-08-04T00:00:00Z,10.6,11.55,10.42,11.32,11.855892039099853,NaN,NaN,12.551042786425775,12.744166666666667,14.552777777777777,10.722777777777779,99086,90245.55
2016-08-05T00:00:00Z,11.3,11.4,10.81,11.18,11.791521368709391,NaN,NaN,12.497276402644372,12.744166666666667,14.552777777777777,10.722777777777779,47195,92213.5
2016-08-06T00:00:00Z,11.18,11.18,10.42,11.01,11.71709076216564,NaN,NaN,12.43895183783479,12.744166666666667,14.552777777777777,10.722777777777779,34947,93328.7
2016-08-07T00:00:00Z,11,11.25,10.84,10.99,11.64784402291177,NaN,NaN,12.382130197135385,12.744166666666667,14.552777777777777,10.722777777777779,30014,94116.6
2016-08-08T00:00:00Z,10.99,11.42,10.94,11.34,11.61852554453922,NaN,NaN,12.341262346267332,12.744166666666667,14.552777777777777,10.722777777777779,30913,95269.75
2016-08-09T00:00:00Z,11.33,12.48,11.24,12.28,11.681523111725962,NaN,NaN,12.338859901315672,12.744166666666667,14.34,10.51,84418,97491.6
2016-08-10T00:00:00Z,12.28,12.91,11.87,12.21,11.731854243942538,NaN,NaN,12.333806571852312,12.744166666666667,14.34,10.722777777777779,146625,101209.95
2016-08-11T00:00:00Z,12.22,12.39,11.6,11.73,11.731677649281343,NaN,NaN,12.310127882760066,12.744166666666667,14.127222222222223,10.51,54926,94004.95
2016-08-12T00:00:00Z,11.73,12.08,11.65,11.81,11.739136920778359,NaN,NaN,12.290515024612612,12.744166666666667,14.127222222222223,10.51,30659,89754.5
2016-08-13T00:00:00Z,11.8,11.86,11.54,11.61,11.726838166418515,NaN,NaN,12.263828160902314,12.744166666666667,14.127222222222223,10.51,28358,84144.8
2016-08-14T00:00:00Z,11.61,11.76,11.2,11.28,11.684282150569134,NaN,NaN,12.225246664396341,12.744166666666667,14.127222222222223,10.51,25767,80333.35
2016-08-15T00:00:00Z,11.28,11.52,11.02,11.3,11.64768385051493,NaN,NaN,12.188962481478837,12.744166666666667,14.127222222222223,10.51,33103,73689.9
2016-08-16T00:00:00Z,11.3,11.38,11,11.18,11.60314253141827,NaN,NaN,12.149395325342413,12.744166666666667,13.914444444444445,10.51,50994,70745
2016-08-17T00:00:00Z,11.18,11.26,10.69,10.82,11.528557528426054,NaN,NaN,12.097262175328984,12.744166666666667,13.914444444444445,10.51,40020,69451.25
2016-08-18T00:00:00Z,10.82,11.06,10.76,10.77,11.45631395429024,NaN,NaN,12.04521267825726,12.744166666666667,13.914444444444445,10.51,35774,68562.25
2016-08-19T00:00:00Z,10.77,10.86,10.65,10.77,11.390950720548313,NaN,NaN,11.995204337933446,12.744166666666667,13.914444444444445,10.51,29161,68085.05
2016-08-20T00:00:00Z,10.77,11.37,10.7,11.3,11.38228874716276,NaN,NaN,11.96794142272037,12.744166666666667,13.914444444444445,10.51,35228,66987.85
2016-08-21T00:00:00Z,11.3,11.3,10.98,11.21,11.36588029505202,NaN,NaN,11.938218229672513,12.744166666666667,13.914444444444445,10.51,17981,63293
2016-08-22T00:00:00Z,11.17,11.34,11.04,11.1,11.340558362189924,NaN,NaN,11.9053469265481,11.254722222222222,13.914444444444445,10.51,36429,55358.1
2016-08-23T00:00:00Z,11.1,11.2,10.85,11,11.30812423245755,NaN,NaN,11.869843125506998,11.041944444444445,13.914444444444445,10.51,32526,46206.2
2016-08-24T00:00:00Z,11,11.16,10.98,11.01,11.279731448413973,NaN,NaN,11.836123787251822,11.041944444444445,13.914444444444445,10.51,24010,42452.4
2016-08-25T00:00:00Z,11.01,11.35,10.99,11.34,11.285471310469784,NaN,NaN,11.816667952457633,11.041944444444445,13.914444444444445,10.51,28922,41538.75
2016-08-26T00:00:00Z,11.34,11.47,11.2,11.28,11.284950233282185,NaN,NaN,11.79562215040047,11.041944444444445,13.914444444444445,10.51,27284,41155.6
2016-08-27T00:00:00Z,11.27,11.28,11.17,11.18,11.274954972969596,NaN,NaN,11.771480105286727,11.254722222222222,13.914444444444445,10.51,20473,40678.55
2016-08-28T00:00:00Z,11.18,11.19,10.97,11.01,11.24972116602011,NaN,NaN,11.741618140373522,11.041944444444445,13.914444444444445,10.51,18631,40064.45
2016-08-29T00:00:00Z,11.01,11.16,10.8,10.95,11.221176293065815,NaN,NaN,11.710574291731422,11.041944444444445,13.701666666666668,10.51,31674,37427.25
2016-08-30T00:00:00Z,10.95,11.25,10.95,11.21,11.220111884202405,12.536199999999997,NaN,11.690943927349798,11.041944444444445,13.701666666666668,10.51,26060,31399
2016-08-31T00:00:00Z,11.21,11.7,11.09,11.7,11.265815514278366,12.519641584158414,NaN,11.691299067453727,11.041944444444445,13.701666666666668,10.51,37751,30540.25
2016-09-01T00:00:00Z,11.66,12.5,11.57,12.05,11.340499751013759,12.510341750808742,NaN,11.705365770690836,11.041944444444445,13.701666666666668,10.51,86906,33352.6
2016-09-02T00:00:00Z,12.04,12.35,11.95,12.15,11.417595012821973,12.503206270594708,NaN,11.722802407134333,11.041944444444445,13.701666666666668,10.51,40611,33965.25
2016-09-03T00:00:00Z,12.15,12.47,11.6,11.88,11.461633583029405,12.49086555236511,NaN,11.728967018619262,11.041944444444445,13.701666666666668,10.51,37617,34557.75
2016-09-04T00:00:00Z,11.84,11.88,11.54,11.77,11.49100181321708,12.476590986971742,NaN,11.730576155143996,11.041944444444445,13.701666666666668,10.51,19069,33856.05
2016-09-05T00:00:00Z,11.77,11.84,11.62,11.76,11.516620688148787,12.462401066437648,NaN,11.731730031412859,11.041944444444445,13.701666666666668,10.51,14026,32007.65
2016-09-06T00:00:00Z,11.75,11.76,11.5,11.71,11.535037765467951,12.447502035419081,NaN,11.730877873318237,11.041944444444445,13.701666666666668,10.51,27143,31363.8
2016-09-07T00:00:00Z,11.75,11.9,11.53,11.58,11.539319883042433,12.43032377729197,NaN,11.724961093972423,11.041944444444445,13.701666666666668,10.51,33494,31249.8
2016-09-08T00:00:00Z,11.55,11.7,11.31,11.39,11.525098941800296,12.409723306454506,NaN,11.711825364797035,11.041944444444445,13.488888888888889,10.51,31902,31386.85
2016-09-09T00:00:00Z,11.39,11.69,11.34,11.64,11.536041899724077,12.39448126078214,NaN,11.709008683824601,11.041944444444445,13.488888888888889,10.51,21350,30692.95
2016-09-10T00:00:00Z,11.64,12.21,11.55,12.21,11.600228385464641,12.390828166509227,NaN,11.72865540210599,11.041944444444445,13.488888888888889,10.51,20041,30795.95
2016-09-11T00:00:00Z,12.2,12.21,11.6,11.65,11.604968539229914,12.376158301825877,NaN,11.725570876533205,11.041944444444445,13.488888888888889,10.51,25258,30237.4
2016-09-12T00:00:00Z,11.64,11.95,11.64,11.86,11.629257249779446,12.365937345354077,NaN,11.730842606865236,11.041944444444445,13.488888888888889,10.51,20980,29660.1
2016-09-13T00:00:00Z,11.87,12.08,11.84,11.92,11.656947035514737,12.357106902871818,NaN,11.738260543850913,11.041944444444445,13.488888888888889,10.51,29455,29932.35
2016-09-14T00:00:00Z,11.92,12.03,11.8,11.91,11.681047317846666,12.348253300834752,NaN,11.74499542448421,11.041944444444445,13.488888888888889,10.51,24232,29697.85
2016-09-15T00:00:00Z,11.91,12.1,11.91,11.96,11.707614239956508,12.340565116659807,NaN,11.753426976465223,11.041944444444445,13.488888888888889,10.51,23149,29491.1
2016-09-16T00:00:00Z,11.95,12.76,11.86,12.58,11.790698598055888,12.345306401478425,NaN,11.785841604839135,11.041944444444445,13.488888888888889,10.51,56258,31280.35
2016-09-17T00:00:00Z,12.58,12.99,12.41,12.79,11.885870160145803,12.354112215310534,NaN,11.825220365433678,11.041944444444445,13.488888888888889,10.51,33760,32036.8
2016-09-18T00:00:00Z,12.8,12.98,12.33,12.64,11.957692049655726,12.35977335956181,NaN,11.857172507965691,11.041944444444445,13.27611111111111,10.51,55606,33233.4
2016-09-19T00:00:00Z,12.64,13.2,12.61,13.17,12.073149949688514,12.375817451451676,NaN,11.90865593902586,11.041944444444445,13.27611111111111,10.51,40035,33932.15
2016-09-20T00:00:00Z,13.18,15.25,13.1,14.56,12.30999281162294,12.41906859102689,NaN,12.012630215926807,11.041944444444445,13.488888888888889,10.51,103027,37195.95
2016-09-21T00:00:00Z,14.98,15.2,13.16,13.76,12.448088734325518,12.44562168823428,NaN,12.08115452118458,11.041944444444445,13.701666666666668,10.722777777777779,86865,37193.9
2016-09-22T00:00:00Z,13.77,13.77,12.33,13.2,12.51969933105642,12.46055987262568,NaN,12.125030814471458,11.041944444444445,13.701666666666668,10.722777777777779,69151,38620.9
2016-09-23T00:00:00Z,13.21,13.45,13.14,13.37,12.600680347146286,12.47856858801923,NaN,12.173853135472577,11.041944444444445,13.701666666666668,10.722777777777779,25425,38011.3
2016-09-24T00:00:00Z,13.37,13.41,12.62,12.97,12.635853647418068,12.48829990310796,NaN,12.205074581140318,11.041944444444445,13.701666666666668,10.722777777777779,36729,38894.3
2016-09-25T00:00:00Z,12.96,13.18,12.8,13.12,12.681962823854443,12.500808815917702,NaN,12.240954009330894,11.041944444444445,13.701666666666668,10.722777777777779,19599,39172.95
2016-09-26T00:00:00Z,13.14,13.15,12.83,12.84,12.697013983487354,12.507525473028243,NaN,12.264446008964976,11.041944444444445,13.701666666666668,10.722777777777779,23591,38995.35
2016-09-27T00:00:00Z,12.85,13.25,12.85,13.09,12.734441223155224,12.519059622077188,NaN,12.296820675280074,11.041944444444445,13.701666666666668,10.722777777777779,28003,38720.8
2016-09-28T00:00:00Z,13.09,13.58,13.09,13.32,12.790208725711869,12.53491982758061,NaN,12.336945354680855,11.041944444444445,13.701666666666668,10.722777777777779,43264,39288.9
2016-09-29T00:00:00Z,13.31,13.39,13.1,13.11,12.820665037548833,12.546307553767134,NaN,12.367261223124743,11.041944444444445,13.488888888888889,10.722777777777779,36882,40065.5
2016-09-30T00:00:00Z,13.11,13.39,13.08,13.23,12.85964931968704,12.559846018048972,NaN,12.401094116335537,11.041944444444445,13.488888888888889,10.722777777777779,33009,40713.9
2016-10-01T00:00:00Z,13.23,13.31,13.09,13.22,12.893968432097799,12.57291837412721,NaN,12.433208072557672,11.041944444444445,13.488888888888889,10.722777777777779,32851,41093.55
2016-10-02T00:00:00Z,13.23,13.31,13.19,13.28,12.93073334332658,12.586919990481126,NaN,12.466415599124039,11.041944444444445,13.488888888888889,10.722777777777779,20494,41069.25
2016-10-03T00:00:00Z,13.29,13.56,13.25,13.51,12.985901596343096,12.605198802550808,NaN,12.507340477589763,11.041944444444445,13.488888888888889,10.722777777777779,36073,41400.15
2016-10-04T00:00:00Z,13.52,13.58,13.24,13.32,13.017720491929468,12.619353281708218,NaN,12.539209478468596,11.041944444444445,13.488888888888889,10.722777777777779,54540,42915.55
2016-10-05T00:00:00Z,13.34,13.45,13.08,13.09,13.024604254602853,12.628673018704095,NaN,12.560809106763944,11.041944444444445,13.488888888888889,10.722777777777779,36947,43605.45
2016-10-06T00:00:00Z,13.09,13.18,12.68,12.86,13.00892765892639,12.633253751006984,NaN,12.57254208296928,11.041944444444445,13.488888888888889,10.722777777777779,48467,43215.9
2016-10-07T00:00:00Z,12.88,13.08,12.5,12.7,12.979505977123877,12.634575458907836,NaN,12.57754043265676,11.041944444444445,13.488888888888889,10.722777777777779,53434,44199.6
2016-10-08T00:00:00Z,12.7,12.74,12.06,12.26,12.910981598350174,12.627158123087879,NaN,12.56508786667022,12.744166666666667,13.488888888888889,10.722777777777779,32848,43061.7
2016-10-09T00:00:00Z,12.22,12.43,12.02,12.1,12.833745255650157,12.616719348373268,NaN,12.5468491268008,12.744166666666667,13.488888888888889,10.722777777777779,24635,42291.7
2016-10-10T00:00:00Z,12.1,12.18,11.62,11.78,12.733388564635856,12.60015064840548,NaN,12.516776612024298,12.744166666666667,13.488888888888889,10.722777777777779,48906,39585.65
2016-10-11T00:00:00Z,11.78,12.24,11.7,11.77,12.641637272765774,12.58371202170438,NaN,12.487491254690012,11.893055555555556,13.488888888888889,10.722777777777779,37423,37113.55
2016-10-12T00:00:00Z,11.77,12.11,11.68,11.92,12.572909913454748,12.570569209393403,NaN,12.46523669568256,11.893055555555556,13.488888888888889,10.722777777777779,35948,35453.4
2016-10-13T00:00:00Z,11.92,12.11,11.72,11.87,12.505966112173343,12.556696551781652,NaN,12.441894080165596,11.893055555555556,13.488888888888889,10.935555555555556,33557,35860
2016-10-14T00:00:00Z,11.88,12.07,11.84,11.92,12.450159815775882,12.544088699271125,NaN,12.421427645649299,11.893055555555556,13.488888888888889,10.935555555555556,36671,35857.1
2016-10-15T00:00:00Z,11.91,11.97,11.78,11.95,12.40252554760675,12.53232456661229,NaN,12.402940286996385,11.893055555555556,13.488888888888889,10.935555555555556,21306,35942.45
2016-10-16T00:00:00Z,11.96,12.05,11.9,11.95,12.359427876406107,12.520793387075413,NaN,12.385177922800448,11.893055555555556,13.488888888888889,10.935555555555556,16417,35583.75
2016-10-17T00:00:00Z,11.95,11.99,11.83,11.96,12.321387126272192,12.509688567529365,NaN,12.368504278769057,11.893055555555556,13.488888888888889,10.935555555555556,29067,35636.95
2016-10-18T00:00:00Z,11.96,12.94,11.95,12.54,12.342207399960555,12.510288793914922,NaN,12.37522960117027,11.893055555555556,13.488888888888889,10.935555555555556,46036,35775.55
2016-10-19T00:00:00Z,12.55,12.65,11.88,12.01,12.310568599964313,12.500382085124528,NaN,12.360906871712613,11.893055555555556,13.488888888888889,10.935555555555556,39151,35889
2016-10-20T00:00:00Z,12.01,12.26,11.92,12.06,12.286704923777236,12.491661647795329,NaN,12.349106602233688,11.893055555555556,13.488888888888889,10.935555555555556,30255,35751.3
2016-10-21T00:00:00Z,12.07,12.13,11.96,12.05,12.264161597703215,12.48291587259146,NaN,12.337376931557857,11.893055555555556,13.488888888888889,10.935555555555556,19925,35105
2016-10-22T00:00:00Z,12.05,12.14,11.87,12.03,12.24186049316005,12.473947241451036,NaN,12.325322934241862,11.893055555555556,13.488888888888889,10.935555555555556,25531,35356.85
2016-10-23T00:00:00Z,12.04,12.06,11.87,11.94,12.213111874763856,12.463374028749035,NaN,12.31021223093826,11.893055555555556,13.488888888888889,10.935555555555556,20435,34574.95
2016-10-24T00:00:00Z,11.93,11.99,11.89,11.92,12.185196458119679,12.452614146991628,NaN,12.294909790509308,11.893055555555556,13.488888888888889,10.935555555555556,22571,32976.5
2016-10-25T00:00:00Z,11.91,11.95,11.05,11.33,12.103749176393995,12.430384163882882,NaN,12.257070190881493,11.893055555555556,13.488888888888889,10.935555555555556,73826,34820.45
2016-10-26T00:00:00Z,11.32,11.7,11.32,11.49,12.04529687388028,12.411762695291142,NaN,12.226989006925356,11.893055555555556,13.488888888888889,10.935555555555556,43349,34564.55
2016-10-27T00:00:00Z,11.49,11.57,11.22,11.48,11.991459076367873,12.393311948849734,NaN,12.197695320379264,11.893055555555556,13.488888888888889,10.935555555555556,42933,34039.5
2016-10-28T00:00:00Z,11.49,11.63,10.93,11.13,11.909415354809028,12.36829587065469,NaN,12.155824915658508,11.893055555555556,13.488888888888889,10.935555555555556,49235,34858.85
2016-10-29T00:00:00Z,11.14,11.35,9.52,10.47,11.77232817816055,12.330705853414003,NaN,12.089714134652292,11.893055555555556,13.488888888888889,10.935555555555556,88214,38037.8
2016-10-30T00:00:00Z,10.45,11.45,10.35,11.19,11.716868351669069,12.308117618692933,NaN,12.054431227411026,11.893055555555556,13.488888888888889,10.935555555555556,43233,37754.15
2016-10-31T00:00:00Z,11.2,11.44,10.85,10.97,11.645738032462491,12.281620240104953,NaN,12.011904512610593,11.893055555555556,13.488888888888889,10.935555555555556,34568,37611.4
2016-11-01T00:00:00Z,10.97,11.24,10.35,10.84,11.569001076989872,12.253073304657331,NaN,11.965947472900375,11.893055555555556,13.488888888888889,10.935555555555556,71903,39409.15
2016-11-02T00:00:00Z,10.84,11.17,10.72,10.83,11.498620022038455,12.224893635258177,NaN,11.921400513178792,11.893055555555556,13.488888888888889,10.935555555555556,39928,39727.7
2016-11-03T00:00:00Z,10.82,11.14,10.77,10.87,11.438751448510983,12.198064058322371,NaN,11.880169120505114,11.893055555555556,13.488888888888889,10.935555555555556,51275,40457.9
2016-11-04T00:00:00Z,10.87,11.16,10.81,11.15,11.411251310557557,12.177310314593216,NaN,11.85153503734805,11.893055555555556,13.27611111111111,10.722777777777779,34166,41100.9
2016-11-05T00:00:00Z,11.16,11.24,11.01,11.16,11.38732261431398,12.1571655558884,NaN,11.824416016275578,11.893055555555556,13.27611111111111,10.722777777777779,22478,41403.95
